Steward,Boat Launch,Weather Conditions,Date,Inspection Time,Boat Type,Group Size,State of Registration,Launch or Retrieve,Prior BLS contact?,Spread Prevention Steps,Aquatic Organisms Found?,Species ID,Accepted Info Materials?,Last Waterbody Visited,Last Waterbody Cleaned,Next Waterbody to Visit,Next Waterbody Cleaned,Planned Travel Route,Would Use a Decontamination Station?,Purpose,Notes
2,Henderson,Sunny,6/16/2016,9:46:00,M,2,NY,L,N,WB,N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,N/A,N/A, workers at marina
2,Henderson,Sunny,6/16/2016,12:50:00,M,2,NY,R,N,WB,Y,UNK,Y,Lake Ontario,Lake Ontario,"Fair Haven, Lake Ontario","Fair Haven, NY",Rt 3,N/A,N/A,
2,Henderson,Sunny,6/16/2016,10:16:00,M,2,NY,L,N,WB,N,N/A,Y,Lake Ontario,Lake Ontario,Chaumont Bay,"Chaumont Bay, NY",Main roads,N/A,N/A,
2,Henderson,Sunny,6/16/2016,12:54:00,M,2,NY,R,N,None,Y,"CLP,NP",Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,Local roads,N/A,N/A,
2,Henderson,Sunny,6/16/2016,13:47:00,M,3,NY,L,Y,N/A,N,N/A,N,None,None,Lake Ontario,Lake Ontario,N/A,N/A,N/A, Stays in bay
2,Henderson,Sunny,6/16/2016,10:23:00,M,2,NY,L,N,WB,N,N/A,Y,Sixtown Pond,"Sixtown Pond, NY",Muskee Creek,"Muskee Creek, NY",Normal roads,N/A,N/A,
2,Henderson,Sunny,6/16/2016,14:02:00,M,2,NY,L,N,WB,N,N/A,N,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,Travels up and down coast,N/A,N/A, Worried about where funding comes from and state tax dollars
2,Henderson,Sunny,6/16/2016,10:52:00,M,1,NY,R,N,None,Y,UNK,Y,Oneida Lake,"Oneida Lake, NY",Oneida Lake,"Oneida Lake, NY",I 81,N/A,N/A,
2,Henderson,Sunny,6/16/2016,14:43:00,M,2,NY,R,Y,WB,N,N/A,Y,Honeoye Lake,"Honeoye Lake, NY",Sodus Bay,"Sodus Bay, NY",Main roads,N/A,N/A,
2,Henderson,Sunny,6/16/2016,11:19:00,M,2,PA,L,Y,WB,N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario|Sandy Pond,"Lake Ontario|Sandy Pond, NY",Rt 3,N/A,N/A, Prior contact with BLS at Pinegrove Boat Launch
2,Henderson,Sunny,6/16/2016,11:40:00,M,2,TN,R,Y,WB,N,N/A,Y,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
2,Henderson,Sunny,6/16/2016,11:46:00,M,1,NY,L,N,WB,N,N/A,N,Sodus Bay,"Sodus Bay, NY",Lake Ontario,Lake Ontario,Rt 3,N/A,N/A,
2,Henderson,Sunny,6/17/2016,13:16:00,M,2,NY,L,Y,WB,N,N/A,Y,"Morrisville Lake, NY","Morrisville Lake, NY","Morrisville Lake, NY","Morrisville Lake, NY",Main roads,Y,N/A,
2,Henderson,Sunny,6/17/2016,9:40:00,M,1,NY,L,Y,WB,N,N/A,Y,Sackets Harbor,"Sackets Harbor, NY",Sandy Pond,"Sandy Pond, NY",Rt 3,Y,N/A,
2,Henderson,Sunny,6/17/2016,9:53:00,M,2,PA,L,N,RW,N,N/A,Y,"Lakeview Marina, Lake Ontario",Lake Ontario,Lake Ontario,Lake Ontario,Local roads,Y,N/A,
2,Henderson,Sunny,6/17/2016,11:00:00,M,4,NY,L,N,WB,N,N/A,Y,Hudson River,"Hudson River, NY",Lake Ontario,Lake Ontario,N/A,Y,N/A,
2,Henderson,Sunny,6/17/2016,11:15:00,M,2,NY,Neither,Y,WB,N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,Y,N/A, Charter Fisherman
2,Henderson,Sunny,6/17/2016,11:20:00,M,3,NY,L,N,WB,N,N/A,Y,Fair Haven,"Fair Haven, NY",Lake Ontario,Lake Ontario,Rt 3,N/A,N/A,
2,Henderson,Sunny,6/17/2016,11:26:00,M,2,NY,R,Y,WB,Y,CLP,Y,Lake Ontario,Lake Ontario,"Mexico, NY","Mexico, NY",Rt 3,N/A,N/A,
2,Henderson,Sunny,6/17/2016,11:38:00,M,2,NY,L,Y,WB,N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,Local roads,Y,N/A, Only stays in this area
2,Henderson,Sunny,6/17/2016,12:26:00,M,3,NY,L,Y,WB,N,N/A,Y,Finger Lakes,"Finger Lakes, NY",Finger Lakes,"Finger Lakes, NY",I 81,Y,N/A,
2,Henderson,Sunny,6/17/2016,9:20:00,M,1,NY,R,Y,"WB,DB",N,N/A,N,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,Local roads,N/A,N/A,
2,Henderson,Sunny,6/17/2016,12:48:00,M,2,NY,L,Y,WB,N,N/A,Y,Lake Ontario,Lake Ontario,St. Lawrence River,St. Lawrence River,I 81,N/A,N/A,
2,Henderson,Sunny,6/17/2016,9:34:00,M,1,NY,L,Y,RW,N,N/A,Y,Lake View Marsh,"Lake View Marsh, NY",Lake Ontario,Lake Ontario,Rt 3,N/A,N/A,
2,Henderson,Sunny,6/17/2016,12:52:00,M,2,NY,L,Y,WB,N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,I 81 and I 90,N/A,N/A, From Rochester
2,Henderson,Sunny,6/18/2016,13:03:00,M,2,PA,L,Y,WB,N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,I 81,Y,N/A,
2,Henderson,Sunny,6/18/2016,16:23:00,PWC,2,NY,L,N,None,N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,Y,N/A, Goes to Adirondacks 1 time a summer
2,Henderson,Sunny,6/18/2016,10:15:00,M,1,NY,L,Y,WB,N,N/A,Y,Henderson,"Henderson Harbor, NY",Canadaigua,"Canadaigua, NY",I 81 and I 90,Y,N/A,
2,Henderson,Sunny,6/18/2016,13:24:00,M,2,NY,L,N,"WB,DB",N,N/A,Y,Oneida Lake,"Oneida Lake, NY",Oneida Lake,"Oneida Lake, NY",I 81,Y,N/A, Has used decontamination station before
2,Henderson,Sunny,6/18/2016,9:15:00,M,2,NY,R,N,WB,N,N/A,Y,Oneida Lake,"Oneida Lake, NY",Lake Ontario,Lake Ontario,I 81,Y,N/A,
2,Henderson,Sunny,6/18/2016,10:20:00,M,2,NY,L,Y,WB,N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,Local roads,Y,N/A,
2,Henderson,Sunny,6/18/2016,13:30:00,M,2,NY,R,Y,WB,N,N/A,Y,Oneida Lake|Oswego River,"Oneida Lake, NY|Oswego River, NY",Lake Ontario,Lake Ontario,N/A,Y,N/A,
2,Henderson,Sunny,6/18/2016,9:21:00,M,3,NY,L,N,WB,N,N/A,Y,Lake Ontario,Lake Ontario,"Mexico, NY","Mexico, NY",Rt 3,Y,N/A,
2,Henderson,Sunny,6/18/2016,10:32:00,M,3,NY,L,Y,WB,N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,Local roads,Y,N/A,
2,Henderson,Sunny,6/18/2016,13:53:00,M,4,NY,R,Y,WB,N,N/A,Y,Henderson,"Henderson Harbor, NY",Lake Ontario,Lake Ontario,Local roads,Y,N/A, stays only in Henderson
2,Henderson,Sunny,6/18/2016,9:27:00,M,2,NY,L,Y,WB,N,N/A,Y,Lake Ontario|Stony Creek,"Lake Ontario|Stony Creek, NY",Lake Ontario|Sackets Harbor,"Lake Ontario|Sackets Harbor, NY",Rt 3,Y,N/A,
2,Henderson,Sunny,6/18/2016,10:45:00,M,2,NY,R,Y,WB,N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,Local roads,Y,N/A,
2,Henderson,Sunny,6/18/2016,14:16:00,M,2,NY,R,Y,RW,N,N/A,Y,Oneonta|Skaneatles,"Oneonta, NY|Skaneatles, NY",Lake Ontario,Lake Ontario,I 81,Maybe,N/A,
2,Henderson,Sunny,6/18/2016,9:37:00,M,2,NY,L,N,WB,N,N/A,Y,Oneida Lake,"Oneida Lake, NY",St. Lawrence River,St. Lawrence River,I 81,Y,N/A,
2,Henderson,Sunny,6/18/2016,10:47:00,M,3,NY,R,N,WB,N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,Local roads,Y,N/A,
2,Henderson,Sunny,6/18/2016,14:47:00,M,9,NY,L,N,WB,N,N/A,Y,Lake Ontario,Lake Ontario,St. Lawrence River,St. Lawrence River,Local roads,Y,N/A,
2,Henderson,Sunny,6/18/2016,9:40:00,M,2,NY,L,N,WB,N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,Rt 3,Y,N/A,
2,Henderson,Sunny,6/18/2016,11:15:00,M,2,PA,L,N,WB,N,N/A,Y,Pennsylvania,Pennsylvania,Lake Ontario,Lake Ontario,I 81,Y,N/A,
2,Henderson,Sunny,6/18/2016,15:10:00,M,1,NY,L,N,RW,N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,Local roads,Y,N/A, Only uses boat in Lake Ontario
2,Henderson,Sunny,6/18/2016,9:45:00,M,3,NY,R,N,None,N,N/A,Y,Stony Creek,"Stony Creek, NY",Lake Ontario,Lake Ontario,Rt 3,Maybe,N/A,
2,Henderson,Sunny,6/18/2016,11:28:00,PWC,2,NY,L,N,WB,N,N/A,Y,Henderson,"Henderson Harbor, NY",Lake Ontario,Lake Ontario,Local roads,Y,N/A,
2,Henderson,Sunny,6/18/2016,15:21:00,M,3,NY,R,Y,WB,N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,Y,N/A, Only uses boat in Lake Ontario and has also used a decontamination station before
2,Henderson,Sunny,6/18/2016,9:59:00,M,8,NY,L,N,"RW,WB",N,N/A,Y,Oneida Lake,"Oneida Lake, NY",Oneida Lake,"Oneida Lake, NY",I 81,Y,N/A,
2,Henderson,Sunny,6/18/2016,11:40:00,M,3,NY,L,N,WB,N,N/A,Y,Henderson,"Henderson Harbor, NY",Lake Ontario,Lake Ontario,Local roads,Y,N/A,
2,Henderson,Sunny,6/18/2016,15:25:00,M,4,NY,R,Y,WB,N,N/A,Y,Cranberry Lake|St.Lawrence River,"Cranberry Lake, NY|St.Lawrence River",Lake Ontario,Lake Ontario,N/A,Y,N/A,
2,Henderson,Sunny,6/18/2016,10:05:00,M,2,NY,R,N,WB,N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,Local roads,Y,N/A, Only goes to Lake Ontario
2,Henderson,Sunny,6/18/2016,12:30:00,M,4,NY,R,Y,WB,N,N/A,Y,Henderson,"Henderson Harbor, NY",Lake Ontario,Lake Ontario,Local roads,Y,N/A,
2,Henderson,Sunny,6/18/2016,15:29:00,M,2,NY,L,N,RW,N,N/A,Y,St. Lawrence River|Lake Ontario,St. Lawrence River|Lake Ontario,St. Lawrence River|Lake Ontario,St. Lawrence River|Lake Ontario,N/A,Y,N/A,
2,Henderson,Sunny,6/18/2016,10:10:00,M,2,NY,R,N,WB,N,N/A,Y,St. Lawrence,St. Lawrence River,Lake Ontario|Finger Lakes,"Lake Ontario|Finger Lakes, NY",I 81,N/A,N/A,
2,Henderson,Sunny,6/18/2016,12:45:00,M,2,NY,L,Y,WB,N,N/A,Y,Henderson,"Henderson Harbor, NY",Henderson,"Henderson Harbor, NY",N/A,N,N/A, Boat stays in water all summer
4,Henderson,Clear and calm,6/19/2016,9:45:00,M,2,NY,L,Y,CDD,N,N/A,Y,Henderson,"Henderson Harbor, NY",Henderson,"Henderson Harbor, NY",By water,N,N/A,
2,Henderson,Sunny,6/19/2016,12:41:00,M,2,NY,L,N,RW,N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,Rt 3,Y,N/A,
2,Henderson,Sunny,6/19/2016,13:07:00,M,2,NY,L,N,WB,N,N/A,Y,Lake Ontario,Lake Ontario,St. Lawrence River,St. Lawrence River,I 81,Maybe,N/A,
2,Henderson,Sunny,6/19/2016,9:26:00,M,2,NY,L,N,RW,N,N/A,N,Chaumont Bay,"Chaumont Bay, NY",Lake Ontario,Lake Ontario,N/A,Maybe,N/A,
4,Henderson,Clear and calm,6/19/2016,10:00:00,M,3,NY,R,N,CDD,N,N/A,Y,Henderson,"Henderson Harbor, NY",Henderson,"Henderson Harbor, NY",Rt 3,Y,N/A,
2,Henderson,Sunny,6/19/2016,13:30:00,M,4,NY,L,Y,WB,N,N/A,N,None,None,Lake Ontario|Cranberry Lake,"Lake Ontario|Cranberry Lake, NY",N/A,Y,N/A, Did not take info because already had one
2,Henderson,Sunny,6/19/2016,9:48:00,M,4,NY,L,N,WB,N,N/A,Y,Lake Ontario,Lake Ontario,Salmon River|Sandy Pond,"Salmon River, NY|Sandy Pond, NY",Rt 3,Y,N/A,
4,Henderson,Clear and calm,6/19/2016,10:00:00,M,1,PA,L,Y,CDD,N,N/A,N,None,None,Lake Ontario,Lake Ontario,I 81,N/A,N/A,
2,Henderson,Sunny,6/19/2016,14:17:00,M,2,NY,L,N,RW,N,N/A,Y,St. Lawrence River,St. Lawrence River,St. Lawrence River,St. Lawrence River,I 81,Y,N/A,
2,Henderson,Sunny,6/19/2016,10:04:00,M,2,NY,L,N,WB,N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,Maybe,N/A, Boat stays in water until fall
4,Henderson,Clear and calm,6/19/2016,10:15:00,M,2,NY,L,N,CDD,N,N/A,Y,None,None,Henderson,"Henderson Harbor, NY",Rt 3,N/A,N/A, Stays in Henderson area
2,Henderson,Sunny,6/19/2016,14:37:00,M,2,NY,R,Y,RW,N,N/A,Y,"Little Falls, NY","Little Falls, NY",Mohawk Valley,"Mohawk Valley, NY",I 81,Maybe,N/A,
2,Henderson,Sunny,6/19/2016,10:28:00,M,2,NY,R,N,RW,N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,All roads,Y,N/A, Sometimes goes to Lake Erie and Oneida Lake
4,Henderson,Clear and calm,6/19/2016,11:00:00,M,4,NY,R,N,CDD,N,N/A,Y,Westcott,"Westcott, NY",N/A,N/A,N/A,N/A,N/A,
2,Henderson,Sunny,6/19/2016,10:58:00,M,2,NY,R,Y,WB,N,N/A,Y,Henderson,"Henderson Harbor, NY",Lake Ontario,Lake Ontario,Local roads,Y,N/A,
2,Henderson,Sunny,6/19/2016,11:03:00,M,4,NY,L,N,RW,N,N/A,Y,Sackets Harbor,"Sackets Harbor, NY",Lake Ontario,Lake Ontario,Rt 3,Y,N/A,
4,Henderson,Clear and calm,6/19/2016,12:55:00,M,1,NY,L,N,CDD,N,N/A,Y,None,None,Henderson,"Henderson Harbor, NY",Rt 3,N/A,N/A, Stays in Henderson area
4,Henderson,Clear and calm,6/19/2016,13:15:00,M,1,NY,L,Y,CDD,N,N/A,N,None,None,Lake Ontario,Lake Ontario,I 81,N/A,N/A, Stays in Lake Ontario
2,Henderson,Sunny,6/19/2016,11:07:00,M,2,NY,L,N,RW,N,N/A,Y,Henderson,"Henderson Harbor, NY",Lake Ontario,Lake Ontario,Local roads,Y,N/A,
4,Henderson,Clear and calm,6/19/2016,14:00:00,M,2,NY,L,Y,CDD,N,N/A,Y,Henderson,"Henderson Harbor, NY",Henderson,"Henderson Harbor, NY",I 81,N/A,N/A, Stays around Henderson
2,Henderson,Sunny,6/19/2016,11:13:00,M,8,NY,L,N,WB,N,N/A,Y,Henderson|Stony Creek,"Henderson Harbor, NY|Stony Creek, NY",Lake Ontario,Lake Ontario,Local roads,Y,N/A,
4,Henderson,Clear and calm,6/19/2016,14:50:00,M,2,NY,L,N,CDD,N,N/A,Y,Sandy Pond,"Sandy Pond, NY",Sandy Pond,"Sandy Pond, NY",Rt 3,N/A,N/A,
2,Henderson,Sunny,6/19/2016,11:42:00,M,4,NY,L,N,WB,N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,Y,N/A, Goes to Old Forge once
2,Henderson,Sunny,6/22/2016,15:09:00,M,1,NY,R,Y,WB,N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,Y,N/A," Travels around state to different fishing tournaments, also is the Chairman of Jefferson County Sports Fishing Advisory Council, worried about round gobys eating all the bass eggs"
2,Henderson,Sunny,6/22/2016,15:12:00,S,2,NY,R,N,"RW,DB",N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,Y,N/A,
2,Henderson,Sunny,6/22/2016,10:23:00,M,1,NY,R,Y,WB,N,N/A,Y,"Bays near Webster, NY","Webster, NY","Webster, NY","Webster, NY",I 81 and I 90,Y,N/A,
2,Henderson,Sunny,6/22/2016,10:36:00,M,1,NY,L,Y,RW,N,N/A,Y,St. Lawrence River|Lake Ontario,St. Lawrence River|Lake Ontario,Lake Ontario,Lake Ontario,N/A,Y,N/A, Sometimes visits Cranberry Lake or near Rochester
2,Henderson,Sunny,6/22/2016,10:36:00,M,3,NY,L,Y,RW,N,N/A,Y,Sodus Bay,"Sodus Bay, NY",Sodus Bay,"Sodus Bay, NY",N/A,Y,N/A,
2,Henderson,Sunny,6/22/2016,12:32:00,M,2,NY,L,N,RW,N,N/A,Y,Redfield,"Redfield, NY",Lake Ontario,Lake Ontario,N/A,Y,N/A,
2,Henderson,Sunny,6/22/2016,13:45:00,M,1,NY,L,N,RW,N,N/A,Y,Indian Lake,"Indian Lake, NY",Indian River,"Indian River, NY",N/A,Y,N/A,
2,Henderson,Sunny,6/23/2016,15:49:00,M,1,NY,L,N,"RW,WB",N,N/A,Y,Oneida Lake,"Oneida Lake, NY",Oneida Lake,"Oneida Lake, NY",I 81,Y,N/A,
2,Henderson,Sunny,6/23/2016,15:51:00,M,4,NY,L,N,WB,N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,Y,N/A, Sometimes goes to the Adirondacks
2,Henderson,Sunny,6/23/2016,9:48:00,M,2,PA,L,N,RW,N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,Local roads,Y,N/A,
2,Henderson,Sunny,6/23/2016,10:36:00,M,2,NY,L,N,WB,N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,Y,N/A,
2,Henderson,Sunny,6/23/2016,10:50:00,M,1,NY,Neither,N,WB,N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,Y,N/A," A ferry boat that was dropping off a contractor's trailer, but they own 4 fishing boats and a personal boat"
2,Henderson,Sunny,6/23/2016,11:04:00,M,2,NY,R,N,WB,Y,EWM,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,Y,N/A,
2,Henderson,Sunny,6/23/2016,13:09:00,M,2,PA,L,Y,RW,N,N/A,Y,Sodus Bay,"Sodus Bay, NY",Lake Ontario,Lake Ontario,N/A,Y,N/A, Mostly stays in Lake Ontario but goes to PA sometimes
2,Henderson,Sunny,6/23/2016,13:22:00,M,2,NY,L,N,RW,N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,Maybe,N/A, A charter boat that never leaves the water
2,Henderson,Sunny,6/23/2016,13:43:00,M,2,NY,R,Y,WB,Y,Other,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,Maybe,N/A, Either launches at Henderson or Sackets Harbor
2,Henderson,Sunny,6/24/2016,12:30:00,M,2,PA,L,Y,"WB,RW,LW",N,N/A,Y,Lake Ontario|Salmon River,"Lake Ontario|Salmon River, NY",Cayuga Lake|Oneida Lake,"Cayuga Lake, NY|Oneida Lake, NY",N/A,Y,N/A, Has used decontamination stations before and also says he/she has seen boat launch stewards at different lakes
2,Henderson,Sunny,6/24/2016,13:16:00,M,3,NY,R,N,"DB,RW",N,N/A,Y,Chaumont Bay,"Chaumont Bay, NY",Three Mile Bay,"Three Mile Bay, NY",N/A,Y,N/A,
2,Henderson,Sunny,6/24/2016,9:42:00,M,2,VT,L,Y,WB,N,N/A,Y,St. Lawrence River,St. Lawrence River,Lake Ontario,Lake Ontario,Not specified,Y,N/A,
2,Henderson,Sunny,6/24/2016,14:00:00,M,3,NY,R,Y,None,Y,CLP,N,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,N,N/A, Did not take info because already had one
2,Henderson,Sunny,6/24/2016,10:16:00,M,4,DL,L,N,WB,N,N/A,Y,Florida Keys,Florida Keys,St. Lawrence River,St. Lawrence River,N/A,N,N/A," Decontaminates at home, also said it's pretty standard to wash boat and remove weeds, have seen boat launch stewards all over"
2,Henderson,Sunny,6/24/2016,15:15:00,M,2,NY,R,N,WB,Y,CLP,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,Y,N/A,
2,Henderson,Sunny,6/24/2016,10:35:00,M,2,NY,L,Y,WB,N,N/A,Y,Canadian Lock System,Canadian Lock System,Adirondacks|Finger Lakes,"Adirondacks, NY|Finger Lakes, NY",N/A,Y,N/A,
2,Henderson,Sunny,6/24/2016,10:38:00,M,2,NY,L,Y,WB,N,N/A,N,Sodus Bay,"Sodus Bay, NY",Fair Haven,"Fair Haven, NY",N/A,Maybe,N/A, Fisheries biologist so did not take info because he knew about it already
2,Henderson,Sunny,6/24/2016,10:43:00,M,5,NY,L,N,RW,N,N/A,Y,Crystal Lake,"Crystal Lake, NY",Six Mile Pond,"Six Mile Pond, NY",N/A,Y,N/A,
2,Henderson,Sunny,6/24/2016,11:20:00,M,4,NY,R,N,RW,N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,Y,N/A,
2,Henderson,Sunny,6/24/2016,11:30:00,M,4,NY,R,N,"RW,DB",N,N/A,Y,Poughkeepsie Lakes,"Poughkeepsie, NY",Lake Ontario,Lake Ontario,N/A,Y,N/A,
2,Henderson,Sunny,6/24/2016,11:45:00,M,3,CT,L,N,WB,N,N/A,Y,Lake Ontario,Lake Ontario,Conneticut,Conneticut,N/A,Y,N/A,
2,Henderson,Sunny,6/24/2016,12:23:00,M,2,NY,L,N,WB,N,N/A,Y,Lake Ontario,Lake Ontario,Sandy Pond,"Sandy Pond, NY",Rt 3,Y,N/A,
2,Henderson,Sunny,6/25/2016,15:00:00,M,2,NY,R,N,WB,Y,CLP,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,Y,N/A,
2,Henderson,Sunny,6/25/2016,15:05:00,M,1,NY,R,Y,"RW,WB",N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,Y,N/A,
2,Henderson,Sunny,6/25/2016,15:16:00,M,3,NY,R,Y,None,Y,CLP,Y,Lake Ontario,Lake Ontario,"Fourth Lake, Old Forge","Fourth Lake, NY",N/A,Y,N/A,
2,Henderson,Sunny,6/25/2016,9:20:00,M,2,NY,L,N,WB,N,N/A,Y,Fair Haven,"Fair Haven, NY",Lake Ontario,Lake Ontario,N/A,N,N/A,
2,Henderson,Sunny,6/25/2016,9:23:00,M,1,NY,L,N,None,N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,N,N/A,
2,Henderson,Sunny,6/25/2016,11:42:00,M,2,NY,L,N,"WB,RW",N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,N,N/A," Lives close, so decontaminates at home"
2,Henderson,Sunny,6/25/2016,9:32:00,M,2,NY,L,N,RW,N,N/A,Y,Mexico Point|Sandy Pond|Henderson,"Mexico Point, NY|Sandy Pond, NY|Henderson, NY",Lake Ontario,Lake Ontario,"Rt 3, Rt 104",Y,N/A,
2,Henderson,Sunny,6/25/2016,12:23:00,PWC,1,TX,L,N,None,N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,Local roads,Y,N/A,
2,Henderson,Sunny,6/25/2016,11:05:00,M,2,NY,L,Y,RW,N,N/A,Y,Dexter|Westcott,"Dexter, NY|Westcott, NY",Lake Ontario,Lake Ontario,N/A,Y,N/A,
2,Henderson,Sunny,6/25/2016,12:57:00,M,4,NY,L,N,WB,N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,N,N/A, Decontaminates at home
2,Henderson,Sunny,6/25/2016,13:17:00,M,2,NY,L,N,"WB,RW",N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,Y,N/A,
2,Henderson,Sunny,6/25/2016,11:10:00,M,4,NY,L,N,"RW,WB",N,N/A,Y,St. Lawrence River,St. Lawrence River,Lake Ontario,Lake Ontario,N/A,Y,N/A,
2,Henderson,Sunny,6/25/2016,13:34:00,M,2,NY,L,Y,WB,N,N/A,N,St. Lawrence River,St. Lawrence River,Lake Ontario,Lake Ontario,N/A,Y,N/A,
2,Henderson,Sunny,6/25/2016,11:24:00,M,2,NY,L,Y,"RW,WB",N,N/A,Y,All Over,Undecided,Lake Ontario,Lake Ontario,N/A,Y,N/A,
2,Henderson,Sunny,6/25/2016,14:42:00,PWC,1,NY,R,Y,"RW,WB",N,N/A,N,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,Local roads,Y,N/A, Did not take info because already knew about it because is an environmental engineer
2,Henderson,Sunny,6/25/2016,11:45:00,M,1,NY,L,Y,RW,Y,CLP,N/A,Syracuse,"Syracuse, NY",Lake Ontario,Lake Ontario,N/A,Maybe,N/A,
2,Henderson,Sunny,6/26/2016,11:55:00,M,2,NY,L,N,WB,N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,N,N/A," boat taken out once a year, from Henderson Harbor"
2,Henderson,Sunny,6/26/2016,11:59:00,M,2,NY,R,Y,WB,N,N/A,Y,Oneida Lake|Skaneatles Lake,"Oneida Lake, NY|Skaneatles Lake, NY",Lake Ontario|St. Lawrence River,Lake Ontario|St. Lawrence River,N/A,Y,N/A,
2,Henderson,Sunny,6/26/2016,13:03:00,M,2,NY,L,Y,WB,N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,Y,N/A,
2,Henderson,Sunny,6/26/2016,13:51:00,M,3,NY,L,N,None,N,N/A,Y,"Moose Pond, NY","Moose Pond, NY",Lake Ontario,Lake Ontario,N/A,Y,N/A,
2,Henderson,Sunny,6/26/2016,14:20:00,M,2,NY,R,N,None,N,N/A,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,N/A,N,N/A, Travels to Canada sometimes
2,Henderson,Sunny,6/26/2016,15:15:00,M,3,NY,R,N,RW,N,N/A,Y,Black River,"Black River, NY",Lake Ontario,Lake Ontario,N/A,Y,N/A,
2,Henderson,Sunny,6/26/2016,15:50:00,M,2,NY,R,N,WB,N,N/A,Y,"Westcott, Lake Ontario","Westcott, NY","Lake Bonaparte, Adirondacks","Lake Bonaparte, NY",N/A,Y,N/A,
2,Henderson,Sunny,6/26/2016,16:17:00,M,4,NY,L,Y,RW,N,N/A,Y,Lake Ontario,Lake Ontario,Cranberry Lake,"Cranberry Lake, NY",N/A,Y,N/A,
2,Henderson,Cloudy,6/29/2016,12:20:00,M,2,NY,R,N,WB,N,N/A,Y,"Lake Ontario|Mexico, NY","Lake Ontario|Mexico, NY",Lake Ontario,Lake Ontario,Rt 3,Y,N/A, Has used decontamination station at Pine Grove
2,Henderson,Cloudy,6/29/2016,12:57:00,M,2,NY,L,N,None,N,N/A,Y,Lake Ontario,Lake Ontario,St. Lawrence River,St. Lawrence River,Not specified,Maybe,N/A," ""doesn't really take boat from water"""
