Steward,Boat Launch,Boat Launch Coords,Weather Conditions,Date,Inspection Time,Boat Type,Group Size,State of Registration,Launch or Retrieve,Prior BLS contact?,Spread Prevention Steps,Aquatic Organisms Found?,Species ID,Accepted Info Materials?,Last Waterbody Visited,Last Waterbody Cleaned,Next Waterbody to Visit,Next Waterbody Cleaned,Planned Travel Route,Would Use a Decontamination Station?,Purpose,Notes,Prev_Step_BB,Prev_Step_CDD,Prev_Step_DB,Prev_Step_DRY,Prev_Step_LW,Prev_Step_None,Prev_Step_RW,Prev_Step_WB,Species_CLP,Species_CT,Species_EG,Species_EL,Species_EWM,Species_NP,Species_Other,Species_UNK,Species_VLM,Species_ZM,Prev_Loc1,Prev_Loc2,Prev_Loc3,Prev_Loc4,Prev_Loc5,Prev_Coord1,Prev_Coord2,Prev_Coord3,Prev_Coord4,Next_Loc1,Next_Loc2,Next_Loc3,Next_Coord1,Next_Coord2,Next_Coord3
2,Henderson,"(43.8647846, -76.2018719)",Sunny,2016-06-15,0 days 15:46:00.000000000,M,1,NY,L,N,WB,N,,Y,None,None,Cazenovia Lake|Kingston|Sodus Bay,"Cazenovia Lake, NY|Kingston, Ontario, Canada|Sodus Bay, NY",Main roads,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,None,None,None,nan,nan,nan,nan,"Cazenovia Lake, NY","Kingston, Ontario, Canada","Sodus Bay, NY",nan,nan,"(43.25065725, -76.95479430424867)"
1,Henderson,"(43.8647846, -76.2018719)",Sunny,2016-06-15,0 days 09:08:00.000000000,K,2,NY,R,Y,WB,N,,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,Rt 3,Y,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Lake Ontario,None,None,None,None,"(43.76012025, -77.68316035176696)",nan,nan,nan,Lake Ontario,None,None,"(43.76012025, -77.68316035176696)",nan,nan
4,Henderson,"(43.8647846, -76.2018719)",Clear and calm water,2016-06-15,0 days 09:30:00.000000000,M,2,NY,L,N,CDD,N,,Y,Sackets Harbor,"Sackets Harbor, NY",,,By water,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sackets Harbor, NY",None,None,None,None,"(43.946171, -76.119093)",nan,nan,nan,nan,nan,nan,nan,nan,nan
2,Henderson,"(43.8647846, -76.2018719)",Sunny,2016-06-15,0 days 13:19:00.000000000,M,1,NY,L,Y,RW,N,,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Lake Ontario,None,None,None,None,"(43.76012025, -77.68316035176696)",nan,nan,nan,Lake Ontario,None,None,"(43.76012025, -77.68316035176696)",nan,nan
1,Henderson,"(43.8647846, -76.2018719)",Sunny,2016-06-15,0 days 09:22:00.000000000,M,2,NY,L,Y,"WB,RW,DB",N,,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,Rt 3,Y,Fishing,,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Lake Ontario,None,None,None,None,"(43.76012025, -77.68316035176696)",nan,nan,nan,Lake Ontario,None,None,"(43.76012025, -77.68316035176696)",nan,nan
4,Henderson,"(43.8647846, -76.2018719)",Clear and calm water,2016-06-15,0 days 10:15:00.000000000,M,2,NY,R,Y,CDD,N,,Y,Sackets Harbor,"Sackets Harbor, NY",Henderson|Sackets,"Henderson Harbor, NY|Sackets Harbor, NY",Rt 3,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sackets Harbor, NY",None,None,None,None,"(43.946171, -76.119093)",nan,nan,nan,"Henderson Harbor, NY","Sackets Harbor, NY",None,"(43.8647846, -76.2018719)","(43.946171, -76.119093)",nan
2,Henderson,"(43.8647846, -76.2018719)",Sunny,2016-06-15,0 days 13:30:00.000000000,M,3,LA,L,Y,"WB,RW,LW",N,,Y,Lake Ontario,Lake Ontario,All around country,Undecided,Not specified,,," Always checks boat because ""is ticketed down down"" and ""travels everywhere - Professionals"", ""Professional Bass Fishermen. Travel the country for tournaments. Is familiar with invasive species and is even ticketed down South if they leave the boat launch with any plants hanging from the boat or trailer.""",0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,Lake Ontario,None,None,None,None,"(43.76012025, -77.68316035176696)",nan,nan,nan,Undecided,None,None,nan,nan,nan
1,Henderson,"(43.8647846, -76.2018719)",Sunny,2016-06-15,0 days 10:09:00.000000000,M,1,PA,L,Y,RW,N,,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,Rt 3,Y,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Lake Ontario,None,None,None,None,"(43.76012025, -77.68316035176696)",nan,nan,nan,Lake Ontario,None,None,"(43.76012025, -77.68316035176696)",nan,nan
4,Henderson,"(43.8647846, -76.2018719)",Clear and calm water,2016-06-15,0 days 11:10:00.000000000,M,2,NY,L,N,CDD,N,,Y,Sackets Harbor|Westcott,"Sackets Harbor, NY|Westcott, NY",Sackets Harbor|Westcott,"Sackets Harbor, NY|Westcott, NY",By water,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sackets Harbor, NY","Westcott, NY",None,None,None,"(43.946171, -76.119093)","(43.0406011, -76.1214487)",nan,nan,"Sackets Harbor, NY","Westcott, NY",None,"(43.946171, -76.119093)","(43.0406011, -76.1214487)",nan
2,Henderson,"(43.8647846, -76.2018719)",Sunny,2016-06-15,0 days 13:41:00.000000000,M,2,NY,L,N,WB,N,,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Lake Ontario,None,None,None,None,"(43.76012025, -77.68316035176696)",nan,nan,nan,Lake Ontario,None,None,"(43.76012025, -77.68316035176696)",nan,nan
2,Henderson,"(43.8647846, -76.2018719)",Sunny,2016-06-15,0 days 09:10:00.000000000,M,2,NY,L,N,None,N,,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,,,, Boat stays in water all the time,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Lake Ontario,None,None,None,None,"(43.76012025, -77.68316035176696)",nan,nan,nan,Lake Ontario,None,None,"(43.76012025, -77.68316035176696)",nan,nan
1,Henderson,"(43.8647846, -76.2018719)",Sunny,2016-06-15,0 days 10:29:00.000000000,M,1,NY,L,N,"WB,RW",N,,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,Rt 3,N,Fishing,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Lake Ontario,None,None,None,None,"(43.76012025, -77.68316035176696)",nan,nan,nan,Lake Ontario,None,None,"(43.76012025, -77.68316035176696)",nan,nan
4,Henderson,"(43.8647846, -76.2018719)",Clear and calm water,2016-06-15,0 days 11:50:00.000000000,M,2,NY,L,Y,CDD,N,,Y,Oneida Lake|St. Lawrence River,"Oneida Lake, NY|St. Lawrence River",,,Rt 3 and I 81,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oneida Lake, NY",St. Lawrence River,None,None,None,"(43.200982350000004, -75.88701657633408)","(47.249291, -70.4316142)",nan,nan,nan,nan,nan,nan,nan,nan
2,Henderson,"(43.8647846, -76.2018719)",Sunny,2016-06-15,0 days 13:49:00.000000000,M,1,NY,L,N,WB,N,,Y,Lake Ontario,Lake Ontario,Sandy Creek,"Sandy Creek, NY",Rt 3,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Lake Ontario,None,None,None,None,"(43.76012025, -77.68316035176696)",nan,nan,nan,"Sandy Creek, NY",None,None,nan,nan,nan
2,Henderson,"(43.8647846, -76.2018719)",Sunny,2016-06-15,0 days 09:58:00.000000000,M,2,NY,L,N,None,N,,Y,,,Lake Ontario,Lake Ontario,,,," Maiden voyage, stays here",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,Lake Ontario,None,None,"(43.76012025, -77.68316035176696)",nan,nan
1,Henderson,"(43.8647846, -76.2018719)",Sunny,2016-06-15,0 days 10:48:00.000000000,PWC,1,NY,L,N,RW,N,,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,I 81,N,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Lake Ontario,None,None,None,None,"(43.76012025, -77.68316035176696)",nan,nan,nan,Lake Ontario,None,None,"(43.76012025, -77.68316035176696)",nan,nan
4,Henderson,"(43.8647846, -76.2018719)",Clear and calm water,2016-06-15,0 days 12:40:00.000000000,M,2,NY,L,N,CDD,N,,Y,None,None,Henderson,"Henderson Harbor, NY",By water,,, Stays in harbor,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,None,None,None,nan,nan,nan,nan,"Henderson Harbor, NY",None,None,"(43.8647846, -76.2018719)",nan,nan
2,Henderson,"(43.8647846, -76.2018719)",Sunny,2016-06-15,0 days 14:00:00.000000000,M,2,CT,L,N,None,N,,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,,,," keeps boat at cottage all year, so does not travel",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Lake Ontario,None,None,None,None,"(43.76012025, -77.68316035176696)",nan,nan,nan,Lake Ontario,None,None,"(43.76012025, -77.68316035176696)",nan,nan
2,Henderson,"(43.8647846, -76.2018719)",Sunny,2016-06-15,0 days 10:58:00.000000000,M,2,NY,L,N,None,N,,Y,None,None,Lake Ontario,Lake Ontario,,,, Works at marina only,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,None,None,None,None,None,nan,nan,nan,nan,Lake Ontario,None,None,"(43.76012025, -77.68316035176696)",nan,nan
1,Henderson,"(43.8647846, -76.2018719)",Sunny,2016-06-15,0 days 11:53:00.000000000,M,2,NY,R,Y,"RW,WB",N,,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,Rt 3,Y,,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Lake Ontario,None,None,None,None,"(43.76012025, -77.68316035176696)",nan,nan,nan,Lake Ontario,None,None,"(43.76012025, -77.68316035176696)",nan,nan
2,Henderson,"(43.8647846, -76.2018719)",Sunny,2016-06-15,0 days 14:13:00.000000000,M,1,NY,L,N,WB,N,,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,,,, Kept at cottage all year,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Lake Ontario,None,None,None,None,"(43.76012025, -77.68316035176696)",nan,nan,nan,Lake Ontario,None,None,"(43.76012025, -77.68316035176696)",nan,nan
2,Henderson,"(43.8647846, -76.2018719)",Sunny,2016-06-15,0 days 11:45:00.000000000,M,2,NY,R,Y,"WB,RW",Y,UNK,Y,Lake Ontario,Lake Ontario,"Lake Ontario, Oswego|Alex Bay","Oswego, NY|Alexandria Bay",Rt 3 and I 81,,,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,Lake Ontario,None,None,None,None,"(43.76012025, -77.68316035176696)",nan,nan,nan,"Oswego, NY",Alexandria Bay,None,"(43.4112973, -76.1279841)","(44.336127, -75.917931)",nan
2,Henderson,"(43.8647846, -76.2018719)",Sunny,2016-06-15,0 days 14:18:00.000000000,M,1,NY,L,N,None,N,,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,,,, Keeps at camp,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Lake Ontario,None,None,None,None,"(43.76012025, -77.68316035176696)",nan,nan,nan,Lake Ontario,None,None,"(43.76012025, -77.68316035176696)",nan,nan
2,Henderson,"(43.8647846, -76.2018719)",Sunny,2016-06-15,0 days 12:23:00.000000000,M,2,NY,L,N,RW,N,,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,Rt 3,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Lake Ontario,None,None,None,None,"(43.76012025, -77.68316035176696)",nan,nan,nan,Lake Ontario,None,None,"(43.76012025, -77.68316035176696)",nan,nan
2,Henderson,"(43.8647846, -76.2018719)",Sunny,2016-06-15,0 days 14:45:00.000000000,M,3,NY,R,Y,WB,N,,Y,Lake Ontario|St. Lawrence River,Lake Ontario|St. Lawrence River,Carthage|Lake Ontario|St. Lawrence River,"Carthage, NY|Lake Ontario|St. Lawrence River",Main roads,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Lake Ontario,St. Lawrence River,None,None,None,"(43.76012025, -77.68316035176696)","(47.249291, -70.4316142)",nan,nan,"Carthage, NY",Lake Ontario,St. Lawrence River,nan,"(43.76012025, -77.68316035176696)","(47.249291, -70.4316142)"
2,Henderson,"(43.8647846, -76.2018719)",Sunny,2016-06-15,0 days 12:31:00.000000000,M,2,NY,L,Y,None,N,,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Lake Ontario,None,None,None,None,"(43.76012025, -77.68316035176696)",nan,nan,nan,Lake Ontario,None,None,"(43.76012025, -77.68316035176696)",nan,nan
2,Henderson,"(43.8647846, -76.2018719)",Sunny,2016-06-15,0 days 13:04:00.000000000,M,2,NY,R,Y,RW,N,,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,I 81,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Lake Ontario,None,None,None,None,"(43.76012025, -77.68316035176696)",nan,nan,nan,Lake Ontario,None,None,"(43.76012025, -77.68316035176696)",nan,nan
2,Henderson,"(43.8647846, -76.2018719)",Sunny,2016-06-15,0 days 15:30:00.000000000,M,3,NY,L,N,"DRY,WB",N,,Y,Stony Creek,"Stony Creek, NY",Lake Ontario,Lake Ontario,Local roads,,,,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Stony Creek, NY",None,None,None,None,"(42.8066811, -73.8180238)",nan,nan,nan,Lake Ontario,None,None,"(43.76012025, -77.68316035176696)",nan,nan
2,Henderson,"(43.8647846, -76.2018719)",Sunny,2016-06-16,0 days 11:46:00.000000000,M,2,NY,L,Y,WB,N,,N,Sodus Bay,"Sodus Bay, NY",Lake Ontario,Lake Ontario,Rt 3,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Sodus Bay, NY",None,None,None,None,"(43.25065725, -76.95479430424867)",nan,nan,nan,Lake Ontario,None,None,"(43.76012025, -77.68316035176696)",nan,nan
2,Henderson,"(43.8647846, -76.2018719)",Sunny,2016-06-16,0 days 09:12:00.000000000,M,4,NY,L,Y,WB,N,,Y,None,None,Lake Ontario,Lake Ontario,,,, Leaves boat here,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,None,None,None,nan,nan,nan,nan,Lake Ontario,None,None,"(43.76012025, -77.68316035176696)",nan,nan
2,Henderson,"(43.8647846, -76.2018719)",Sunny,2016-06-16,0 days 12:29:00.000000000,M,2,NY,R,N,WB,N,,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,,,, Stays in bay,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Lake Ontario,None,None,None,None,"(43.76012025, -77.68316035176696)",nan,nan,nan,Lake Ontario,None,None,"(43.76012025, -77.68316035176696)",nan,nan
2,Henderson,"(43.8647846, -76.2018719)",Sunny,2016-06-16,0 days 09:12:00.000000000,M,4,NY,L,Y,WB,N,,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,,,, Leaves boat here,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Lake Ontario,None,None,None,None,"(43.76012025, -77.68316035176696)",nan,nan,nan,Lake Ontario,None,None,"(43.76012025, -77.68316035176696)",nan,nan
2,Henderson,"(43.8647846, -76.2018719)",Sunny,2016-06-16,0 days 12:38:00.000000000,M,2,NY,R,N,WB,N,,Y,Lake Ontario,Lake Ontario,St. Lawrence River,St. Lawrence River,I 81 or Rt 3,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Lake Ontario,None,None,None,None,"(43.76012025, -77.68316035176696)",nan,nan,nan,St. Lawrence River,None,None,"(47.249291, -70.4316142)",nan,nan
2,Henderson,"(43.8647846, -76.2018719)",Sunny,2016-06-16,0 days 09:46:00.000000000,M,2,NY,L,N,WB,N,,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,,,, workers at marina,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Lake Ontario,None,None,None,None,"(43.76012025, -77.68316035176696)",nan,nan,nan,Lake Ontario,None,None,"(43.76012025, -77.68316035176696)",nan,nan
2,Henderson,"(43.8647846, -76.2018719)",Sunny,2016-06-16,0 days 12:50:00.000000000,M,2,NY,R,N,WB,Y,UNK,Y,Lake Ontario,Lake Ontario,"Fair Haven, Lake Ontario","Fair Haven, NY",Rt 3,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Lake Ontario,None,None,None,None,"(43.76012025, -77.68316035176696)",nan,nan,nan,"Fair Haven, NY",None,None,"(43.316456, -76.702175)",nan,nan
2,Henderson,"(43.8647846, -76.2018719)",Sunny,2016-06-16,0 days 10:16:00.000000000,M,2,NY,L,N,WB,N,,Y,Lake Ontario,Lake Ontario,Chaumont Bay,"Chaumont Bay, NY",Main roads,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Lake Ontario,None,None,None,None,"(43.76012025, -77.68316035176696)",nan,nan,nan,"Chaumont Bay, NY",None,None,"(44.046166, -76.2024302)",nan,nan
2,Henderson,"(43.8647846, -76.2018719)",Sunny,2016-06-16,0 days 12:54:00.000000000,M,2,NY,R,N,None,Y,"CLP,NP",Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,Local roads,,,,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,Lake Ontario,None,None,None,None,"(43.76012025, -77.68316035176696)",nan,nan,nan,Lake Ontario,None,None,"(43.76012025, -77.68316035176696)",nan,nan
2,Henderson,"(43.8647846, -76.2018719)",Sunny,2016-06-16,0 days 13:47:00.000000000,M,3,NY,L,Y,,N,,N,None,None,Lake Ontario,Lake Ontario,,,, Stays in bay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,None,None,None,nan,nan,nan,nan,Lake Ontario,None,None,"(43.76012025, -77.68316035176696)",nan,nan
2,Henderson,"(43.8647846, -76.2018719)",Sunny,2016-06-16,0 days 10:23:00.000000000,M,2,NY,L,N,WB,N,,Y,Sixtown Pond,"Sixtown Pond, NY",Muskee Creek,"Muskee Creek, NY",Normal roads,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Sixtown Pond, NY",None,None,None,None,"(42.4802613, -78.1453785)",nan,nan,nan,"Muskee Creek, NY",None,None,nan,nan,nan
2,Henderson,"(43.8647846, -76.2018719)",Sunny,2016-06-16,0 days 14:02:00.000000000,M,2,NY,L,N,WB,N,,N,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,Travels up and down coast,,, Worried about where funding comes from and state tax dollars,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Lake Ontario,None,None,None,None,"(43.76012025, -77.68316035176696)",nan,nan,nan,Lake Ontario,None,None,"(43.76012025, -77.68316035176696)",nan,nan
2,Henderson,"(43.8647846, -76.2018719)",Sunny,2016-06-16,0 days 10:52:00.000000000,M,1,NY,R,N,None,Y,UNK,Y,Oneida Lake,"Oneida Lake, NY",Oneida Lake,"Oneida Lake, NY",I 81,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"Oneida Lake, NY",None,None,None,None,"(43.200982350000004, -75.88701657633408)",nan,nan,nan,"Oneida Lake, NY",None,None,"(43.200982350000004, -75.88701657633408)",nan,nan
2,Henderson,"(43.8647846, -76.2018719)",Sunny,2016-06-16,0 days 14:43:00.000000000,M,2,NY,R,Y,WB,N,,Y,Honeoye Lake,"Honeoye Lake, NY",Sodus Bay,"Sodus Bay, NY",Main roads,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Honeoye Lake, NY",None,None,None,None,"(42.75160515, -77.51076454328457)",nan,nan,nan,"Sodus Bay, NY",None,None,"(43.25065725, -76.95479430424867)",nan,nan
2,Henderson,"(43.8647846, -76.2018719)",Sunny,2016-06-16,0 days 11:19:00.000000000,M,2,PA,L,Y,WB,N,,Y,Lake Ontario,Lake Ontario,Lake Ontario|Sandy Pond,"Lake Ontario|Sandy Pond, NY",Rt 3,,, Prior contact with BLS at Pinegrove Boat Launch,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Lake Ontario,None,None,None,None,"(43.76012025, -77.68316035176696)",nan,nan,nan,Lake Ontario,"Sandy Pond, NY",None,"(43.76012025, -77.68316035176696)","(43.6359015, -76.1840935)",nan
2,Henderson,"(43.8647846, -76.2018719)",Sunny,2016-06-16,0 days 11:40:00.000000000,M,2,TN,R,Y,WB,N,,Y,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2,Henderson,"(43.8647846, -76.2018719)",Sunny,2016-06-16,0 days 11:46:00.000000000,M,1,NY,L,N,WB,N,,N,Sodus Bay,"Sodus Bay, NY",Lake Ontario,Lake Ontario,Rt 3,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Sodus Bay, NY",None,None,None,None,"(43.25065725, -76.95479430424867)",nan,nan,nan,Lake Ontario,None,None,"(43.76012025, -77.68316035176696)",nan,nan
2,Henderson,"(43.8647846, -76.2018719)",Sunny,2016-06-17,0 days 13:16:00.000000000,M,2,NY,L,Y,WB,N,,Y,"Morrisville Lake, NY","Morrisville Lake, NY","Morrisville Lake, NY","Morrisville Lake, NY",Main roads,Y,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Morrisville Lake, NY",None,None,None,None,"(42.8986566, -75.6402204)",nan,nan,nan,"Morrisville Lake, NY",None,None,"(42.8986566, -75.6402204)",nan,nan
2,Henderson,"(43.8647846, -76.2018719)",Sunny,2016-06-17,0 days 09:40:00.000000000,M,1,NY,L,Y,WB,N,,Y,Sackets Harbor,"Sackets Harbor, NY",Sandy Pond,"Sandy Pond, NY",Rt 3,Y,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Sackets Harbor, NY",None,None,None,None,"(43.946171, -76.119093)",nan,nan,nan,"Sandy Pond, NY",None,None,"(43.6359015, -76.1840935)",nan,nan
2,Henderson,"(43.8647846, -76.2018719)",Sunny,2016-06-17,0 days 09:53:00.000000000,M,2,PA,L,N,RW,N,,Y,"Lakeview Marina, Lake Ontario",Lake Ontario,Lake Ontario,Lake Ontario,Local roads,Y,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Lake Ontario,None,None,None,None,"(43.76012025, -77.68316035176696)",nan,nan,nan,Lake Ontario,None,None,"(43.76012025, -77.68316035176696)",nan,nan
2,Henderson,"(43.8647846, -76.2018719)",Sunny,2016-06-17,0 days 11:00:00.000000000,M,4,NY,L,N,WB,N,,Y,Hudson River,"Hudson River, NY",Lake Ontario,Lake Ontario,,Y,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Hudson River, NY",None,None,None,None,"(42.6340266, -73.7519742)",nan,nan,nan,Lake Ontario,None,None,"(43.76012025, -77.68316035176696)",nan,nan
2,Henderson,"(43.8647846, -76.2018719)",Sunny,2016-06-17,0 days 11:15:00.000000000,M,2,NY,Neither,Y,WB,N,,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,,Y,, Charter Fisherman,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Lake Ontario,None,None,None,None,"(43.76012025, -77.68316035176696)",nan,nan,nan,Lake Ontario,None,None,"(43.76012025, -77.68316035176696)",nan,nan
2,Henderson,"(43.8647846, -76.2018719)",Sunny,2016-06-17,0 days 11:20:00.000000000,M,3,NY,L,N,WB,N,,Y,Fair Haven,"Fair Haven, NY",Lake Ontario,Lake Ontario,Rt 3,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Fair Haven, NY",None,None,None,None,"(43.316456, -76.702175)",nan,nan,nan,Lake Ontario,None,None,"(43.76012025, -77.68316035176696)",nan,nan
2,Henderson,"(43.8647846, -76.2018719)",Sunny,2016-06-17,0 days 11:26:00.000000000,M,2,NY,R,Y,WB,Y,CLP,Y,Lake Ontario,Lake Ontario,"Mexico, NY","Mexico, NY",Rt 3,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Lake Ontario,None,None,None,None,"(43.76012025, -77.68316035176696)",nan,nan,nan,"Mexico, NY",None,None,nan,nan,nan
2,Henderson,"(43.8647846, -76.2018719)",Sunny,2016-06-17,0 days 11:38:00.000000000,M,2,NY,L,Y,WB,N,,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,Local roads,Y,, Only stays in this area,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Lake Ontario,None,None,None,None,"(43.76012025, -77.68316035176696)",nan,nan,nan,Lake Ontario,None,None,"(43.76012025, -77.68316035176696)",nan,nan
2,Henderson,"(43.8647846, -76.2018719)",Sunny,2016-06-17,0 days 12:26:00.000000000,M,3,NY,L,Y,WB,N,,Y,Finger Lakes,"Finger Lakes, NY",Finger Lakes,"Finger Lakes, NY",I 81,Y,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Finger Lakes, NY",None,None,None,None,"(42.5056751, -76.77237863157347)",nan,nan,nan,"Finger Lakes, NY",None,None,"(42.5056751, -76.77237863157347)",nan,nan
2,Henderson,"(43.8647846, -76.2018719)",Sunny,2016-06-17,0 days 09:20:00.000000000,M,1,NY,R,Y,"WB,DB",N,,N,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,Local roads,,,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Lake Ontario,None,None,None,None,"(43.76012025, -77.68316035176696)",nan,nan,nan,Lake Ontario,None,None,"(43.76012025, -77.68316035176696)",nan,nan
2,Henderson,"(43.8647846, -76.2018719)",Sunny,2016-06-17,0 days 12:48:00.000000000,M,2,NY,L,Y,WB,N,,Y,Lake Ontario,Lake Ontario,St. Lawrence River,St. Lawrence River,I 81,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Lake Ontario,None,None,None,None,"(43.76012025, -77.68316035176696)",nan,nan,nan,St. Lawrence River,None,None,"(47.249291, -70.4316142)",nan,nan
2,Henderson,"(43.8647846, -76.2018719)",Sunny,2016-06-17,0 days 09:34:00.000000000,M,1,NY,L,Y,RW,N,,Y,Lake View Marsh,"Lake View Marsh, NY",Lake Ontario,Lake Ontario,Rt 3,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Lake View Marsh, NY",None,None,None,None,"(42.717046, -76.820982)",nan,nan,nan,Lake Ontario,None,None,"(43.76012025, -77.68316035176696)",nan,nan
