Steward,Boat Launch,Weather Conditions,Date,Inspection Time,Boat Type,Group Size,State of Registration,Launch or Retrieve,Prior BLS contact?,Spread Prevention Steps,Aquatic Organisms Found?,Species ID,Accepted Info Materials?,Last Waterbody Visited,Last Waterbody Cleaned,Next Waterbody to Visit,Next Waterbody Cleaned,Planned Travel Route,Would Use a Decontamination Station?,Purpose,Notes,prev_step_BB,prev_step_CDD,prev_step_DB,prev_step_DRY,prev_step_LW,prev_step_None,prev_step_RW,prev_step_WB,species_CLP,species_CT,species_EG,species_EL,species_EWM,species_NP,species_Other,species_UNK,species_VLM,species_ZM,Boat Launch Coords,Prev_Loc1,Prev_Loc2,Prev_Loc3,Prev_Loc4,Prev_Loc5,Prev_Coord1,Prev_Coord2,Prev_Coord3,Prev_Coord4,Next_Loc1,Next_Loc2,Next_Loc3,Next_Coord1,Next_Coord2,Next_Coord3
2,Henderson,Sunny,6/18/2016,13:53,M,4,NY,R,Y,WB,N,,Y,Henderson,"Henderson Harbor, NY",Lake Ontario,Lake Ontario,Local roads,Y,, stays only in Henderson,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)","Henderson Harbor, NY",,,,,"(43.8647846, -76.2018719)",,,,Lake Ontario,,,"(43.76012025, -77.68316035176696)",,
2,Henderson,Sunny,6/18/2016,9:27,M,2,NY,L,Y,WB,N,,Y,Lake Ontario|Stony Creek,"Lake Ontario|Stony Creek, NY",Lake Ontario|Sackets Harbor,"Lake Ontario|Sackets Harbor, NY",Rt 3,Y,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)",Lake Ontario,"Stony Creek, NY",,,,"(43.76012025, -77.68316035176696)","(42.8066811, -73.8180238)",,,Lake Ontario,"Sackets Harbor, NY",,"(43.76012025, -77.68316035176696)","(43.946171, -76.119093)",
2,Henderson,Sunny,6/18/2016,10:45,M,2,NY,R,Y,WB,N,,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,Local roads,Y,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)",Lake Ontario,,,,,"(43.76012025, -77.68316035176696)",,,,Lake Ontario,,,"(43.76012025, -77.68316035176696)",,
2,Henderson,Sunny,6/18/2016,14:16,M,2,NY,R,Y,RW,N,,Y,Oneonta|Skaneatles,"Oneonta, NY|Skaneatles, NY",Lake Ontario,Lake Ontario,I 81,Maybe,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)","Oneonta, NY","Skaneatles, NY",,,,"(42.453492, -75.0629531)","(None, None)",,,Lake Ontario,,,"(43.76012025, -77.68316035176696)",,
2,Henderson,Sunny,6/18/2016,9:37,M,2,NY,L,N,WB,N,,Y,Oneida Lake,"Oneida Lake, NY",St. Lawrence River,St. Lawrence River,I 81,Y,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)","Oneida Lake, NY",,,,,"(43.200982350000004, -75.88701657633408)",,,,St. Lawrence River,,,"(47.249291, -70.4316142)",,
2,Henderson,Sunny,6/18/2016,10:47,M,3,NY,R,N,WB,N,,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,Local roads,Y,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)",Lake Ontario,,,,,"(43.76012025, -77.68316035176696)",,,,Lake Ontario,,,"(43.76012025, -77.68316035176696)",,
2,Henderson,Sunny,6/18/2016,14:47,M,9,NY,L,N,WB,N,,Y,Lake Ontario,Lake Ontario,St. Lawrence River,St. Lawrence River,Local roads,Y,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)",Lake Ontario,,,,,"(43.76012025, -77.68316035176696)",,,,St. Lawrence River,,,"(47.249291, -70.4316142)",,
2,Henderson,Sunny,6/18/2016,9:40,M,2,NY,L,N,WB,N,,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,Rt 3,Y,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)",Lake Ontario,,,,,"(43.76012025, -77.68316035176696)",,,,Lake Ontario,,,"(43.76012025, -77.68316035176696)",,
2,Henderson,Sunny,6/18/2016,11:15,M,2,PA,L,N,WB,N,,Y,Pennsylvania,Pennsylvania,Lake Ontario,Lake Ontario,I 81,Y,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)",Pennsylvania,,,,,"(40.9699889, -77.7278831)",,,,Lake Ontario,,,"(43.76012025, -77.68316035176696)",,
2,Henderson,Sunny,6/18/2016,15:10,M,1,NY,L,N,RW,N,,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,Local roads,Y,, Only uses boat in Lake Ontario,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)",Lake Ontario,,,,,"(43.76012025, -77.68316035176696)",,,,Lake Ontario,,,"(43.76012025, -77.68316035176696)",,
2,Henderson,Sunny,6/18/2016,9:45,M,3,NY,R,N,None,N,,Y,Stony Creek,"Stony Creek, NY",Lake Ontario,Lake Ontario,Rt 3,Maybe,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)","Stony Creek, NY",,,,,"(42.8066811, -73.8180238)",,,,Lake Ontario,,,"(43.76012025, -77.68316035176696)",,
2,Henderson,Sunny,6/18/2016,11:28,PWC,2,NY,L,N,WB,N,,Y,Henderson,"Henderson Harbor, NY",Lake Ontario,Lake Ontario,Local roads,Y,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)","Henderson Harbor, NY",,,,,"(43.8647846, -76.2018719)",,,,Lake Ontario,,,"(43.76012025, -77.68316035176696)",,
2,Henderson,Sunny,6/18/2016,15:21,M,3,NY,R,Y,WB,N,,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,,Y,, Only uses boat in Lake Ontario and has also used a decontamination station before,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)",Lake Ontario,,,,,"(43.76012025, -77.68316035176696)",,,,Lake Ontario,,,"(43.76012025, -77.68316035176696)",,
2,Henderson,Sunny,6/18/2016,9:59,M,8,NY,L,N,"RW,WB",N,,Y,Oneida Lake,"Oneida Lake, NY",Oneida Lake,"Oneida Lake, NY",I 81,Y,,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)","Oneida Lake, NY",,,,,"(43.200982350000004, -75.88701657633408)",,,,"Oneida Lake, NY",,,"(43.200982350000004, -75.88701657633408)",,
2,Henderson,Sunny,6/18/2016,11:40,M,3,NY,L,N,WB,N,,Y,Henderson,"Henderson Harbor, NY",Lake Ontario,Lake Ontario,Local roads,Y,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)","Henderson Harbor, NY",,,,,"(43.8647846, -76.2018719)",,,,Lake Ontario,,,"(43.76012025, -77.68316035176696)",,
2,Henderson,Sunny,6/18/2016,15:25,M,4,NY,R,Y,WB,N,,Y,Cranberry Lake|St.Lawrence River,"Cranberry Lake, NY|St.Lawrence River",Lake Ontario,Lake Ontario,,Y,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)","Cranberry Lake, NY",St.Lawrence River,,,,"(44.2224885, -74.8357675)","(47.249291, -70.4316142)",,,Lake Ontario,,,"(43.76012025, -77.68316035176696)",,
2,Henderson,Sunny,6/18/2016,10:05,M,2,NY,R,N,WB,N,,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,Local roads,Y,, Only goes to Lake Ontario,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)",Lake Ontario,,,,,"(43.76012025, -77.68316035176696)",,,,Lake Ontario,,,"(43.76012025, -77.68316035176696)",,
2,Henderson,Sunny,6/18/2016,12:30,M,4,NY,R,Y,WB,N,,Y,Henderson,"Henderson Harbor, NY",Lake Ontario,Lake Ontario,Local roads,Y,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)","Henderson Harbor, NY",,,,,"(43.8647846, -76.2018719)",,,,Lake Ontario,,,"(43.76012025, -77.68316035176696)",,
2,Henderson,Sunny,6/18/2016,15:29,M,2,NY,L,N,RW,N,,Y,St. Lawrence River|Lake Ontario,St. Lawrence River|Lake Ontario,St. Lawrence River|Lake Ontario,St. Lawrence River|Lake Ontario,,Y,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)",St. Lawrence River,Lake Ontario,,,,"(47.249291, -70.4316142)","(43.76012025, -77.68316035176696)",,,St. Lawrence River,Lake Ontario,,"(47.249291, -70.4316142)","(43.76012025, -77.68316035176696)",
2,Henderson,Sunny,6/18/2016,10:10,M,2,NY,R,N,WB,N,,Y,St. Lawrence,St. Lawrence River,Lake Ontario|Finger Lakes,"Lake Ontario|Finger Lakes, NY",I 81,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)",St. Lawrence River,,,,,"(47.249291, -70.4316142)",,,,Lake Ontario,"Finger Lakes, NY",,"(43.76012025, -77.68316035176696)","(42.5056751, -76.77237863157347)",
2,Henderson,Sunny,6/18/2016,12:45,M,2,NY,L,Y,WB,N,,Y,Henderson,"Henderson Harbor, NY",Henderson,"Henderson Harbor, NY",,N,, Boat stays in water all summer,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)","Henderson Harbor, NY",,,,,"(43.8647846, -76.2018719)",,,,"Henderson Harbor, NY",,,"(43.8647846, -76.2018719)",,
4,Henderson,Clear and calm,6/19/2016,9:45,M,2,NY,L,Y,CDD,N,,Y,Henderson,"Henderson Harbor, NY",Henderson,"Henderson Harbor, NY",By water,N,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)","Henderson Harbor, NY",,,,,"(43.8647846, -76.2018719)",,,,"Henderson Harbor, NY",,,"(43.8647846, -76.2018719)",,
2,Henderson,Sunny,6/19/2016,12:41,M,2,NY,L,N,RW,N,,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,Rt 3,Y,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)",Lake Ontario,,,,,"(43.76012025, -77.68316035176696)",,,,Lake Ontario,,,"(43.76012025, -77.68316035176696)",,
2,Henderson,Sunny,6/19/2016,13:07,M,2,NY,L,N,WB,N,,Y,Lake Ontario,Lake Ontario,St. Lawrence River,St. Lawrence River,I 81,Maybe,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)",Lake Ontario,,,,,"(43.76012025, -77.68316035176696)",,,,St. Lawrence River,,,"(47.249291, -70.4316142)",,
2,Henderson,Sunny,6/19/2016,9:26,M,2,NY,L,N,RW,N,,N,Chaumont Bay,"Chaumont Bay, NY",Lake Ontario,Lake Ontario,,Maybe,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)","Chaumont Bay, NY",,,,,"(44.046166, -76.2024302)",,,,Lake Ontario,,,"(43.76012025, -77.68316035176696)",,
4,Henderson,Clear and calm,6/19/2016,10:00,M,3,NY,R,N,CDD,N,,Y,Henderson,"Henderson Harbor, NY",Henderson,"Henderson Harbor, NY",Rt 3,Y,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)","Henderson Harbor, NY",,,,,"(43.8647846, -76.2018719)",,,,"Henderson Harbor, NY",,,"(43.8647846, -76.2018719)",,
2,Henderson,Sunny,6/19/2016,13:30,M,4,NY,L,Y,WB,N,,N,None,None,Lake Ontario|Cranberry Lake,"Lake Ontario|Cranberry Lake, NY",,Y,, Did not take info because already had one,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)",None,,,,,,,,,Lake Ontario,"Cranberry Lake, NY",,"(43.76012025, -77.68316035176696)","(44.2224885, -74.8357675)",
2,Henderson,Sunny,6/19/2016,9:48,M,4,NY,L,N,WB,N,,Y,Lake Ontario,Lake Ontario,Salmon River|Sandy Pond,"Salmon River, NY|Sandy Pond, NY",Rt 3,Y,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)",Lake Ontario,,,,,"(43.76012025, -77.68316035176696)",,,,"Salmon River, NY","Sandy Pond, NY",,"(44.8099062, -74.2604125)","(43.6359015, -76.1840935)",
4,Henderson,Clear and calm,6/19/2016,10:00,M,1,PA,L,Y,CDD,N,,N,None,None,Lake Ontario,Lake Ontario,I 81,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)",None,,,,,,,,,Lake Ontario,,,"(43.76012025, -77.68316035176696)",,
2,Henderson,Sunny,6/19/2016,14:17,M,2,NY,L,N,RW,N,,Y,St. Lawrence River,St. Lawrence River,St. Lawrence River,St. Lawrence River,I 81,Y,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)",St. Lawrence River,,,,,"(47.249291, -70.4316142)",,,,St. Lawrence River,,,"(47.249291, -70.4316142)",,
2,Henderson,Sunny,6/19/2016,10:04,M,2,NY,L,N,WB,N,,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,,Maybe,, Boat stays in water until fall,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)",Lake Ontario,,,,,"(43.76012025, -77.68316035176696)",,,,Lake Ontario,,,"(43.76012025, -77.68316035176696)",,
4,Henderson,Clear and calm,6/19/2016,10:15,M,2,NY,L,N,CDD,N,,Y,None,None,Henderson,"Henderson Harbor, NY",Rt 3,,, Stays in Henderson area,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)",None,,,,,,,,,"Henderson Harbor, NY",,,"(43.8647846, -76.2018719)",,
2,Henderson,Sunny,6/19/2016,14:37,M,2,NY,R,Y,RW,N,,Y,"Little Falls, NY","Little Falls, NY",Mohawk Valley,"Mohawk Valley, NY",I 81,Maybe,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)","Little Falls, NY",,,,,"(43.0434039, -74.8595958)",,,,"Mohawk Valley, NY",,,"(43.0114592, -75.0040449)",,
2,Henderson,Sunny,6/19/2016,10:28,M,2,NY,R,N,RW,N,,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,All roads,Y,, Sometimes goes to Lake Erie and Oneida Lake,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)",Lake Ontario,,,,,"(43.76012025, -77.68316035176696)",,,,Lake Ontario,,,"(43.76012025, -77.68316035176696)",,
4,Henderson,Clear and calm,6/19/2016,11:00,M,4,NY,R,N,CDD,N,,Y,Westcott,"Westcott, NY",,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)","Westcott, NY",,,,,"(43.0406011, -76.1214487)",,,,,,,,,
2,Henderson,Sunny,6/19/2016,10:58,M,2,NY,R,Y,WB,N,,Y,Henderson,"Henderson Harbor, NY",Lake Ontario,Lake Ontario,Local roads,Y,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)","Henderson Harbor, NY",,,,,"(43.8647846, -76.2018719)",,,,Lake Ontario,,,"(43.76012025, -77.68316035176696)",,
2,Henderson,Sunny,6/19/2016,11:03,M,4,NY,L,N,RW,N,,Y,Sackets Harbor,"Sackets Harbor, NY",Lake Ontario,Lake Ontario,Rt 3,Y,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)","Sackets Harbor, NY",,,,,"(43.946171, -76.119093)",,,,Lake Ontario,,,"(43.76012025, -77.68316035176696)",,
4,Henderson,Clear and calm,6/19/2016,12:55,M,1,NY,L,N,CDD,N,,Y,None,None,Henderson,"Henderson Harbor, NY",Rt 3,,, Stays in Henderson area,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)",None,,,,,,,,,"Henderson Harbor, NY",,,"(43.8647846, -76.2018719)",,
4,Henderson,Clear and calm,6/19/2016,13:15,M,1,NY,L,Y,CDD,N,,N,None,None,Lake Ontario,Lake Ontario,I 81,,, Stays in Lake Ontario,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)",None,,,,,,,,,Lake Ontario,,,"(43.76012025, -77.68316035176696)",,
2,Henderson,Sunny,6/19/2016,11:07,M,2,NY,L,N,RW,N,,Y,Henderson,"Henderson Harbor, NY",Lake Ontario,Lake Ontario,Local roads,Y,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)","Henderson Harbor, NY",,,,,"(43.8647846, -76.2018719)",,,,Lake Ontario,,,"(43.76012025, -77.68316035176696)",,
4,Henderson,Clear and calm,6/19/2016,14:00,M,2,NY,L,Y,CDD,N,,Y,Henderson,"Henderson Harbor, NY",Henderson,"Henderson Harbor, NY",I 81,,, Stays around Henderson,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)","Henderson Harbor, NY",,,,,"(43.8647846, -76.2018719)",,,,"Henderson Harbor, NY",,,"(43.8647846, -76.2018719)",,
2,Henderson,Sunny,6/19/2016,11:13,M,8,NY,L,N,WB,N,,Y,Henderson|Stony Creek,"Henderson Harbor, NY|Stony Creek, NY",Lake Ontario,Lake Ontario,Local roads,Y,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)","Henderson Harbor, NY","Stony Creek, NY",,,,"(43.8647846, -76.2018719)","(42.8066811, -73.8180238)",,,Lake Ontario,,,"(43.76012025, -77.68316035176696)",,
4,Henderson,Clear and calm,6/19/2016,14:50,M,2,NY,L,N,CDD,N,,Y,Sandy Pond,"Sandy Pond, NY",Sandy Pond,"Sandy Pond, NY",Rt 3,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)","Sandy Pond, NY",,,,,"(43.6359015, -76.1840935)",,,,"Sandy Pond, NY",,,"(43.6359015, -76.1840935)",,
2,Henderson,Sunny,6/19/2016,11:42,M,4,NY,L,N,WB,N,,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,,Y,, Goes to Old Forge once,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)",Lake Ontario,,,,,"(43.76012025, -77.68316035176696)",,,,Lake Ontario,,,"(43.76012025, -77.68316035176696)",,
2,Henderson,Sunny,6/22/2016,15:09,M,1,NY,R,Y,WB,N,,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,,Y,," Travels around state to different fishing tournaments, also is the Chairman of Jefferson County Sports Fishing Advisory Council, worried about round gobys eating all the bass eggs",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)",Lake Ontario,,,,,"(43.76012025, -77.68316035176696)",,,,Lake Ontario,,,"(43.76012025, -77.68316035176696)",,
2,Henderson,Sunny,6/22/2016,15:12,S,2,NY,R,N,"RW,DB",N,,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,,Y,,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)",Lake Ontario,,,,,"(43.76012025, -77.68316035176696)",,,,Lake Ontario,,,"(43.76012025, -77.68316035176696)",,
2,Henderson,Sunny,6/22/2016,10:23,M,1,NY,R,Y,WB,N,,Y,"Bays near Webster, NY","Webster, NY","Webster, NY","Webster, NY",I 81 and I 90,Y,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)","Webster, NY",,,,,"(43.212285, -77.429994)",,,,"Webster, NY",,,"(43.212285, -77.429994)",,
2,Henderson,Sunny,6/22/2016,10:36,M,1,NY,L,Y,RW,N,,Y,St. Lawrence River|Lake Ontario,St. Lawrence River|Lake Ontario,Lake Ontario,Lake Ontario,,Y,, Sometimes visits Cranberry Lake or near Rochester,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)",St. Lawrence River,Lake Ontario,,,,"(47.249291, -70.4316142)","(43.76012025, -77.68316035176696)",,,Lake Ontario,,,"(43.76012025, -77.68316035176696)",,
2,Henderson,Sunny,6/22/2016,10:36,M,3,NY,L,Y,RW,N,,Y,Sodus Bay,"Sodus Bay, NY",Sodus Bay,"Sodus Bay, NY",,Y,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)","Sodus Bay, NY",,,,,"(43.25065725, -76.95479430424867)",,,,"Sodus Bay, NY",,,"(43.25065725, -76.95479430424867)",,
2,Henderson,Sunny,6/22/2016,12:32,M,2,NY,L,N,RW,N,,Y,Redfield,"Redfield, NY",Lake Ontario,Lake Ontario,,Y,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)","Redfield, NY",,,,,"(43.533367, -75.8218)",,,,Lake Ontario,,,"(43.76012025, -77.68316035176696)",,
2,Henderson,Sunny,6/22/2016,13:45,M,1,NY,L,N,RW,N,,Y,Indian Lake,"Indian Lake, NY",Indian River,"Indian River, NY",,Y,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)","Indian Lake, NY",,,,,"(43.782497, -74.272041)",,,,"Indian River, NY",,,"(43.3900998, -73.2616222)",,
2,Henderson,Sunny,6/23/2016,15:49,M,1,NY,L,N,"RW,WB",N,,Y,Oneida Lake,"Oneida Lake, NY",Oneida Lake,"Oneida Lake, NY",I 81,Y,,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)","Oneida Lake, NY",,,,,"(43.200982350000004, -75.88701657633408)",,,,"Oneida Lake, NY",,,"(43.200982350000004, -75.88701657633408)",,
2,Henderson,Sunny,6/23/2016,15:51,M,4,NY,L,N,WB,N,,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,,Y,, Sometimes goes to the Adirondacks,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)",Lake Ontario,,,,,"(43.76012025, -77.68316035176696)",,,,Lake Ontario,,,"(43.76012025, -77.68316035176696)",,
2,Henderson,Sunny,6/23/2016,9:48,M,2,PA,L,N,RW,N,,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,Local roads,Y,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)",Lake Ontario,,,,,"(43.76012025, -77.68316035176696)",,,,Lake Ontario,,,"(43.76012025, -77.68316035176696)",,
2,Henderson,Sunny,6/23/2016,10:36,M,2,NY,L,N,WB,N,,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,,Y,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)",Lake Ontario,,,,,"(43.76012025, -77.68316035176696)",,,,Lake Ontario,,,"(43.76012025, -77.68316035176696)",,
2,Henderson,Sunny,6/23/2016,10:50,M,1,NY,Neither,N,WB,N,,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,,Y,," A ferry boat that was dropping off a contractor's trailer, but they own 4 fishing boats and a personal boat",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)",Lake Ontario,,,,,"(43.76012025, -77.68316035176696)",,,,Lake Ontario,,,"(43.76012025, -77.68316035176696)",,
2,Henderson,Sunny,6/23/2016,11:04,M,2,NY,R,N,WB,Y,EWM,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,,Y,,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"(43.8647846, -76.2018719)",Lake Ontario,,,,,"(43.76012025, -77.68316035176696)",,,,Lake Ontario,,,"(43.76012025, -77.68316035176696)",,
2,Henderson,Sunny,6/23/2016,13:09,M,2,PA,L,Y,RW,N,,Y,Sodus Bay,"Sodus Bay, NY",Lake Ontario,Lake Ontario,,Y,, Mostly stays in Lake Ontario but goes to PA sometimes,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)","Sodus Bay, NY",,,,,"(43.25065725, -76.95479430424867)",,,,Lake Ontario,,,"(43.76012025, -77.68316035176696)",,
2,Henderson,Sunny,6/23/2016,13:22,M,2,NY,L,N,RW,N,,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,,Maybe,, A charter boat that never leaves the water,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)",Lake Ontario,,,,,"(43.76012025, -77.68316035176696)",,,,Lake Ontario,,,"(43.76012025, -77.68316035176696)",,
2,Henderson,Sunny,6/23/2016,13:43,M,2,NY,R,Y,WB,Y,Other,Y,Lake Ontario,Lake Ontario,Lake Ontario,Lake Ontario,,Maybe,, Either launches at Henderson or Sackets Harbor,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"(43.8647846, -76.2018719)",Lake Ontario,,,,,"(43.76012025, -77.68316035176696)",,,,Lake Ontario,,,"(43.76012025, -77.68316035176696)",,
2,Henderson,Sunny,6/24/2016,12:30,M,2,PA,L,Y,"WB,RW,LW",N,,Y,Lake Ontario|Salmon River,"Lake Ontario|Salmon River, NY",Cayuga Lake|Oneida Lake,"Cayuga Lake, NY|Oneida Lake, NY",,Y,, Has used decontamination stations before and also says he/she has seen boat launch stewards at different lakes,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)",Lake Ontario,"Salmon River, NY",,,,"(43.76012025, -77.68316035176696)","(44.8099062, -74.2604125)",,,"Cayuga Lake, NY","Oneida Lake, NY",,"(42.697675950000004, -76.7126902611025)","(43.200982350000004, -75.88701657633408)",
2,Henderson,Sunny,6/24/2016,13:16,M,3,NY,R,N,"DB,RW",N,,Y,Chaumont Bay,"Chaumont Bay, NY",Three Mile Bay,"Three Mile Bay, NY",,Y,,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)","Chaumont Bay, NY",,,,,"(44.046166, -76.2024302)",,,,"Three Mile Bay, NY",,,"(44.081442, -76.198266)",,
2,Henderson,Sunny,6/24/2016,9:42,M,2,VT,L,Y,WB,N,,Y,St. Lawrence River,St. Lawrence River,Lake Ontario,Lake Ontario,Not specified,Y,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(43.8647846, -76.2018719)",St. Lawrence River,,,,,"(47.249291, -70.4316142)",,,,Lake Ontario,,,"(43.76012025, -77.68316035176696)",,
